Département,Numéro Circonscription,Numéro Panneau,Nom,Prénom,Civilité,Nuance Ministère,Nuance agrégée par Le Monde,Parti agrégé par Le Monde
091,06,12,GUEDJ,Jérôme,M.,NUP,PS-Nupes,Parti socialiste
091,07,5,DUMAINE,Julien,M.,LR,LR,Les Républicains
091,07,8,GUIBERT,Audrey,Mme,RN,RN,Rassemblement national
091,07,6,RACINE,Jacques,M.,DIV,div.,divers inclassable
091,07,7,HOQUET,Marc,M.,DXG,LO,Lutte ouvrière
091,07,9,VAGNEUX,Olivier,M.,ECO,div.,divers inclassable
091,07,10,LEJEUNE,Claire,Mme,NUP,LFI-Nupes,La France insoumise
091,07,1,MARIE,Florie,Mme,DVG,Pirate,Parti Pirate
091,07,3,DAAS,Rabia,Mme,DVC,div. c.,divers centre
091,07,2,CARDOSO,Antony,M.,REC,Rec.,Reconquête !
091,07,4,REDA,Robin,M.,ENS,LRM-Ensemble,La République en marche
091,07,11,RIGOLLET,Josselyne,Mme,DSV,Pat.,Les Patriotes
091,07,12,BOMPARD,Catherine,Mme,ECO,div.,divers inclassable
091,08,3,DOHIN,Nicolas,M.,LR,LR,Les Républicains
091,08,6,BIDA,Mohamed,M.,ENS,LRM-Ensemble,La République en marche
091,08,4,GUIGUET,Jean-Claude,M.,DIV,POID,Parti ouvrier indépendant démocratique
091,08,5,JACOB,Daniel,M.,DIV,Anim.,Parti animaliste
091,08,7,DUBOULAY,Chantal,Mme,DXG,LO,Lutte ouvrière
091,08,1,DUPONT-AIGNAN,Nicolas,M.,DSV,DLF,Debout la France
091,08,2,CHAZETTE-GUILLET,Emilie,Mme,NUP,LFI-Nupes,La France insoumise
091,09,1,GUÉVENOUX,Marie,Mme,ENS,LRM-Ensemble,La République en marche
091,09,9,BELETRECHE,Nadhera,Mme,NUP,EELV-Nupes,Europe Ecologie-Les Verts
091,09,7,MERRIEN,Paul-Henri,M.,REC,Rec.,Reconquête !
091,09,8,GRISAUD,Benoit,M.,DXG,LO,Lutte ouvrière
091,09,5,BENAMOU,Michel,M.,DIV,div.,divers inclassable
091,09,2,MAZURIÉ,Lionel,M.,DSV,DLF,Debout la France
091,09,3,STEENS,Philippe,M.,RN,RN,Rassemblement national
091,09,4,BERNARD,Antonin,M.,ECO,Anim.,Parti animaliste
091,09,6,HIDRI,Faten,Mme,UDI,UDI,Union des démocrates et indépendants
091,10,2,DE BOISHUE,Nicolas,M.,LR,LR,Les Républicains
091,10,7,REHAB,Hanna,Mme,ECO,écol.,divers écologistes
091,10,4,ZAOUI,Mustapha,M.,ECO,div.,divers inclassable
091,10,9,CORMIER,Claudine,Mme,ECO,Anim.,Parti animaliste
091,10,11,GODIER,Marie,Mme,RN,RN,Rassemblement national
091,10,5,CARCASSET,Nadia,Mme,ENS,LRM-Ensemble,La République en marche
091,10,6,LECLERC,Monique,Mme,DXG,LO,Lutte ouvrière
091,10,8,CAMUS,Stephane,M.,DVD,DLF,Debout la France
091,10,10,VERA-FONTANO,Inès,Mme,REC,Rec.,Reconquête !
091,10,12,LÉAUMENT,Antoine,M.,NUP,LFI-Nupes,La France insoumise
091,10,1,BELLON,Sandrine,Mme,DIV,div.,divers inclassable
091,10,3,AZZOUNI,Sabrine,Mme,REG,div.,divers inclassable
092,01,1,BENTAJ,Abdelaziz,M.,LR,LR,Les Républicains
092,01,12,BADIN,Marie-Ange,Mme,ENS,Agir-Ensemble,Agir
092,01,6,DÉCAILLET,Marie-Laure,Mme,REC,Rec.,Reconquête !
092,01,2,DANGAS,Corinne,Mme,DIV,Pirate,Parti Pirate
092,01,10,BOUNAB,Zina,Mme,DXG,LO,Lutte ouvrière
092,01,3,QUIRANTE,Gaël,M.,DXG,NPA,Nouveau Parti anticapitaliste
092,01,4,BOUMEDIENNE,Samir,M.,DIV,UDMF,Union des démocrates musulmans français
092,01,5,LE GAL,Anna,Mme,ECO,écol.,divers écologistes
092,01,7,CAMARA,Mariam,Mme,RN,RN,Rassemblement national
092,01,9,CHOLLET,Gary,M.,ECO,Anim.,Parti animaliste
092,01,8,JAN,Corinne,Mme,DXG,POID,Parti ouvrier indépendant démocratique
092,01,11,FAUCILLON,Elsa,Mme,NUP,PCF-Nupes,Parti communiste français
092,02,5,AESCHLIMANN,Marie-Do,Mme,LR,LR,Les Républicains
092,02,15,MILLOT,Philippe,M.,RN,RN,Rassemblement national
092,02,1,ISAAC,Christel,Mme,ECO,écol.,divers écologistes
092,02,2,MARTIN SAINT LEON,Laurent,M.,DVC,div. c.,divers centre
092,02,8,BICHARA,Digui,M.,DVC,div. c.,divers centre
092,02,3,DAGEVILLE,Marine,Mme,DXG,NPA,Nouveau Parti anticapitaliste
092,02,9,BERTIER,Frédérique,Mme,REC,Rec.,Reconquête !
092,02,11,ACHIDI,Baï-Audrey,Mme,ENS,LRM-Ensemble,La République en marche
092,02,13,LAURENT,Hadrien,M.,RDG,PRG,Parti radical de gauche
092,02,14,FABRE,Michel,M.,DXG,LO,Lutte ouvrière
092,02,10,DENOO,Emilia,Mme,ECO,Anim.,Parti animaliste
092,02,4,PERROTEL,Sébastien,M.,DVD,div. d.,divers droite
092,02,6,PASQUINI,Francesca,Mme,NUP,EELV-Nupes,Europe Ecologie-Les Verts
092,02,7,BRUNET,Antoine,M.,DXG,POID,Parti ouvrier indépendant démocratique
092,02,12,BELLOUFA,Karima,Mme,DIV,UDMF,Union des démocrates musulmans français
092,03,8,JUVIN,Philippe,M.,LR,LR,Les Républicains
092,03,2,PIRON,Barthelemy,M.,DXG,NPA,Nouveau Parti anticapitaliste
092,03,10,TIJ,Sara,Mme,NUP,LFI-Nupes,La France insoumise
092,03,1,TAQUILLAIN,Aurélie,Mme,ENS,LRM-Ensemble,La République en marche
092,03,7,PARRY,Jean-Marie,M.,DXG,LO,Lutte ouvrière
092,03,9,GUEDJ,Anabelle,Mme,REC,Rec.,Reconquête !
092,03,4,LAFFITE,Agnès,Mme,RN,RN,Rassemblement national
092,03,6,MANRESA,Vincent,M.,ECO,Anim.,Parti animaliste
092,03,5,BAUDRANT,Béatrice,Mme,DIV,div.,divers inclassable
092,03,3,BELKADI,Abdel,M.,DIV,UDMF,Union des démocrates musulmans français
092,04,9,SEBAIHI,Sabrina,Mme,NUP,EELV-Nupes,Europe Ecologie-Les Verts
092,04,5,MULLER,Florence,Mme,REC,Rec.,Reconquête !
092,04,6,COMBAZ,Philippe,M.,ECO,div.,divers inclassable
092,04,7,BARNY,Valéry,M.,ECO,div.,divers inclassable
092,04,2,STRUMANNE,Laurent,M.,DXG,LO,Lutte ouvrière
092,04,12,EISENBERG,Mathilde,Mme,DXG,NPA,Nouveau Parti anticapitaliste
092,04,11,SAHRAOUI BRAHIM,Youcef,M.,DVG,div. g.,Divers gauche
092,04,10,BRAVO,Mélina,Mme,RN,RN,Rassemblement national
092,04,1,SCHOENHENZ,Eric,M.,DIV,div.,divers inclassable
092,04,13,SAÏZ,Guilhem,M.,ECO,Anim.,Parti animaliste
092,04,3,ALLAIN,Michel,M.,DXG,POID,Parti ouvrier indépendant démocratique
092,04,4,BIGDADE,Habiba,Mme,DVG,FGR,Fédération de la gauche républicaine
092,04,8,FLORENNES,Isabelle,Mme,ENS,MoDem-Ensemble,Mouvement démocrate
092,04,14,AZERGUI,Nagib,M.,DIV,UDMF,Union des démocrates musulmans français
092,05,2,CHASSAT,Pierre,M.,LR,LR,Les Républicains
092,05,12,DRUET,Léa,Mme,NUP,LFI-Nupes,La France insoumise
092,05,4,GAROYAN,Fabrice,M.,DSV,DLF,Debout la France
092,05,9,CROSNIER LECONTE,Cyril,M.,ECO,Anim.,Parti animaliste
092,05,11,MERCIER,Caroline,Mme,DVD,div.,divers inclassable
092,05,1,LAMBERT,Mireille,Mme,DXG,LO,Lutte ouvrière
092,05,13,CALVEZ,Céline,Mme,ENS,LRM-Ensemble,La République en marche
092,05,14,ROUSSET-LEBLOND,Alexandre,M.,REC,Rec.,Reconquête !
092,05,3,GEBARSKA,Agnieszka,Mme,RN,RN,Rassemblement national
092,05,5,SHEHATA,Rezk,M.,ECO,div.,divers inclassable
092,05,6,RABOTOSON,Sonia,Mme,DVD,div. d.,divers droite
092,05,10,KHALIL,Mina,Mme,DXG,NPA,Nouveau Parti anticapitaliste
092,05,8,GACEM,Zaya,Mme,DXG,POID,Parti ouvrier indépendant démocratique
092,05,7,ADREF,Oussama,M.,DIV,UDMF,Union des démocrates musulmans français
092,06,9,PESSIS,Patrick,M.,LR,LR,Les Républicains
092,06,1,MARCHISET,Denis Marie,M.,ECO,Anim.,Parti animaliste
092,06,2,BASINI,Fayza,Mme,DVC,LRM dis.,dissident La République en marche
092,06,6,TRAORE,Adama,M.,DVC,LRM dis.,dissident La République en marche
092,06,8,TAPIRO,Frank,M.,DVC,div. c.,divers centre
092,06,7,BARBAUX,Julie,Mme,NUP,LFI-Nupes,La France insoumise
092,06,10,LE PEN,Marie-Caroline,Mme,RN,RN,Rassemblement national
092,06,4,KELLER,Franck,M.,REC,Rec.,Reconquête !
092,06,11,MARCEL,Françoise,Mme,DXG,LO,Lutte ouvrière
092,06,12,LE GRIP,Constance,Mme,ENS,LRM-Ensemble,La République en marche
092,06,3,AGUELON,Benoit,M.,DVD,MdR,Mouvement de la ruralité
092,06,5,KHADOUR,Bilèle,M.,DIV,UDMF,Union des démocrates musulmans français
092,07,11,ELIZAGOYEN,Xabi,Mme,LR,LR,Les Républicains
092,07,12,ATTAF,Mokhtar,M.,DIV,UDMF,Union des démocrates musulmans français
092,07,10,DUTHU,Charlotte,Mme,DIV,Anim.,Parti animaliste
092,07,9,VERSINI,Christophe,M.,RN,RN,Rassemblement national
092,07,13,MANDEREAU,Christophe,M.,ECO,écol.,divers écologistes
092,07,2,DUMONT,Agnès,Mme,REC,Rec.,Reconquête !
092,07,6,HLAVACEK,Guillaume,M.,DIV,Pirate,Parti Pirate
092,07,7,ABAD,Cécile,Mme,DXG,LO,Lutte ouvrière
092,07,8,CAZENEUVE,Pierre,M.,ENS,LRM-Ensemble,La République en marche
092,07,1,BIRTIC,Jeanne,Mme,DSV,Pat.,Les Patriotes
092,07,3,BROCHOT,Anne,Mme,ECO,div.,divers inclassable
092,07,4,RATO,Sandro,M.,NUP,LFI-Nupes,La France insoumise
092,07,5,HALARY,Pascal,M.,DIV,div.,divers inclassable
092,08,8,RICHEZ,Cécile,Mme,LR,LR,Les Républicains
092,08,1,SCHNEIDER,Frédéric,M.,DIV,Pirate,Parti Pirate
092,08,2,LARROQUE COMOY,Annie,Mme,NUP,LFI-Nupes,La France insoumise
092,08,4,TARANNE,Chantal,Mme,REC,Rec.,Reconquête !
092,08,6,THEVENOT,Prisca,Mme,ENS,LRM-Ensemble,La République en marche
092,08,7,HENIQUE,Philippe,M.,DXG,LO,Lutte ouvrière
092,08,3,LABBÉ,Laurence,Mme,ECO,Anim.,Parti animaliste
092,08,5,PITTONI,Olivier Mario Michel,M.,DSV,Pat.,Les Patriotes
092,08,9,HABIB,Sarena,Mme,RN,RN,Rassemblement national
092,08,10,CUSA,Miron,M.,ECO,écol.,divers écologistes
092,09,10,LOUAP,Pascal,M.,LR,LR,Les Républicains
092,09,9,CHESNEAU,Léopold,M.,ECO,Anim.,Parti animaliste
092,09,11,DE JERPHANION,Antoine,M.,DVD,div. d.,divers droite
092,09,12,PELLERIN,Emmanuel,M.,ENS,LRM-Ensemble,La République en marche
092,09,2,SAUTERAY,Elena,Mme,DXG,NPA,Nouveau Parti anticapitaliste
092,09,7,CHAUDON,Anne-Laure,Mme,DXG,LO,Lutte ouvrière
092,09,8,BESSIÈRES,Guillaume,M.,REC,Rec.,Reconquête !
092,09,5,DESNOS,Julien,M.,DVD,MdR,Mouvement de la ruralité
092,09,6,VIOLLEAU,Laurent,M.,DVG,FGR,Fédération de la gauche républicaine
092,09,3,ASMANI,Monia,Mme,DIV,UDMF,Union des démocrates musulmans français
092,09,4,GAUDÉ,Nathalie,Mme,RN,RN,Rassemblement national
092,09,1,RAPILLY FERNIOT,Pauline,Mme,NUP,EELV-Nupes,Europe Ecologie-Les Verts
092,10,2,VIGUIÉ,Laurence,Mme,DXG,LO,Lutte ouvrière
092,10,1,SOUBELET,Cécile,Mme,NUP,PS-Nupes,Parti socialiste
092,10,6,ESCALE,Alexis,M.,ECO,Anim.,Parti animaliste
092,10,3,CABERAS,Edith,Mme,REG,rég.,régionalistes
092,10,8,EL BOUZAIDI,Azedine,M.,ECO,écol.,divers écologistes
092,10,7,ATTAL,Gabriel,M.,ENS,LRM-Ensemble,La République en marche
092,10,9,BESSIÈRES,Léa,Mme,REC,Rec.,Reconquête !
092,10,10,RONCHINI,Vanessa,Mme,DXG,NPA,Nouveau Parti anticapitaliste
092,10,4,AMRANI,Samir,M.,DIV,UDMF,Union des démocrates musulmans français
092,10,5,PETIT,Hadrien,M.,RN,RN,Rassemblement national
092,11,7,ROSSI,Laurianne,Mme,ENS,LRM-Ensemble,La République en marche
092,11,2,CHIARELLI,Xavier,M.,DXG,NPA,Nouveau Parti anticapitaliste
092,11,4,PONGE,Philippe,M.,DIV,div.,divers inclassable
092,11,3,CHATELAIN,Juliette,Mme,RN,RN,Rassemblement national
092,11,8,LÉVÊQUE,Florence,Mme,REC,LO,Lutte ouvrière
092,11,9,ROLLOT,Franck,M.,DXG,Rec.,Reconquête !
092,11,10,BROUSSAUDIER,Dominique Chantal,Mme,ECO,Anim.,Parti animaliste
092,11,6,GEOFFRE,Philippe,M.,DXG,POID,Parti ouvrier indépendant démocratique
092,11,5,SAINTOUL,Aurélien,M.,NUP,LFI-Nupes,La France insoumise
092,11,1,SEHILI,Mustapha,M.,DIV,UDMF,Union des démocrates musulmans français
092,12,4,BLOT,Benoit,M.,LR,LR,Les Républicains
092,12,9,PREVEL,Guillaume,M.,ECO,Anim.,Parti animaliste
092,12,10,BAKHTI,Hayat,Mme,ECO,écol.,divers écologistes
092,12,11,BOURLANGES,Jean-Louis,M.,ENS,MoDem-Ensemble,Mouvement démocrate
092,12,12,SAMIEZ,Florian,M.,DIV,Pirate,Parti Pirate
092,12,2,THOMAS,Cathy,Mme,NUP,LFI-Nupes,La France insoumise
092,12,3,BERNARD,Yann,M.,DXG,LO,Lutte ouvrière
092,12,5,NOBLET,Florent,M.,REC,Rec.,Reconquête !
092,12,1,THOMAS,Marc,M.,RN,RN,Rassemblement national
092,12,6,GABEN,Céline,Mme,DSV,souv.,divers souverainistes
092,12,8,VASTEL,Laurent,M.,UDI,UDI,Union des démocrates et indépendants
092,12,7,GHALEB,Kamel,M.,DIV,UDMF,Union des démocrates musulmans français
092,13,5,ISNARD,Numa,M.,LR,LR,Les Républicains
092,13,9,GAILLARD,Brice,M.,NUP,PS-Nupes,Parti socialiste
092,13,2,MARTIN,Agathe,Mme,DXG,LO,Lutte ouvrière
092,13,3,BREGEON,Maud,Mme,ENS,LRM-Ensemble,La République en marche
092,13,6,GAUTRELET,Julien,M.,RDG,PRG,Parti radical de gauche
092,13,10,TOYANE,Alexis,M.,DIV,Pirate,Parti Pirate
092,13,11,SIMONIN,Thibault,M.,REC,Rec.,Reconquête !
092,13,1,BENOIST,David,M.,ECO,Anim.,Parti animaliste
092,13,7,LAURENT,Philippe,M.,UDI,UDI,Union des démocrates et indépendants
092,13,8,YVARS,Patrick,M.,RN,RN,Rassemblement national
092,13,4,NASSIMI,Farid,M.,DIV,UDMF,Union des démocrates musulmans français
093,01,9,PÉGUILLET,François,M.,LR,LR,Les Républicains
093,01,15,COQUEREL,Eric,M.,NUP,LFI-Nupes,La France insoumise
093,01,6,ETIENNE,Etienna,Mme,UDI,UDI,Union des démocrates et indépendants
093,01,10,HIRIGOYEN,Jérôme,M.,ECO,Anim.,Parti animaliste
093,01,11,DEROCHE,Francois,M.,DVC,div. c.,divers centre
093,01,12,EDE,Olga,Mme,DVC,div. c.,divers centre
093,01,14,BRAND,Marie,Mme,RN,RN,Rassemblement national
093,01,5,DROMARD,Jeanne,Mme,ENS,LRM-Ensemble,La République en marche
093,01,8,AUBRY,Alain,M.,DXG,LO,Lutte ouvrière
093,01,13,BUSCH,Anne-Solenne,Mme,REC,Rec.,Reconquête !
093,01,1,AÏDARA DIABY,Madioula,Mme,DVG,div. g.,Divers gauche
093,01,3,ABID,Mohamed-Jamil,M.,DVG,div. g.,Divers gauche
093,01,7,DARMON,Marianne,Mme,DVG,div. g.,Divers gauche
093,01,4,BAHLOUL,Maïa,Mme,DXG,POID,Parti ouvrier indépendant démocratique
093,01,2,ZEKRI,Fouzia,Mme,DVG,FGR,Fédération de la gauche républicaine
093,02,1,THABET,Sinaa,Mme,LR,LR,Les Républicains
093,02,11,VÉTIL,Christelle,Mme,UDI,UDI,Union des démocrates et indépendants
093,02,6,COLOMAS,Luc,M.,RN,RN,Rassemblement national
093,02,4,PEU,Stéphane,M.,NUP,PCF-Nupes,Parti communiste français
093,02,2,SOUKOUNA,Bakary,M.,DVG,div. g.,Divers gauche
093,02,3,CHIKHI,Brahim,M.,DVC,div. c.,divers centre
093,02,9,PICHARD,Aurélien,M.,ECO,Anim.,Parti animaliste
093,02,8,RENAUD,Agnès,Mme,DXG,LO,Lutte ouvrière
093,02,10,BARDY,Aurélia,Mme,REC,Rec.,Reconquête !
093,02,5,BROSSARD,Jean-Christophe,M.,DXG,ext. g.,autres extrême gauche
093,02,7,BROOD,Anaïs,Mme,ENS,MoDem-Ensemble,Mouvement démocrate
093,03,5,POILLOT,Harald,M.,LR,LR,Les Républicains
093,03,3,ANATO,Patrice,M.,ENS,LRM-Ensemble,La République en marche
093,03,10,MELKA,Albert,M.,DVG,FGR,Fédération de la gauche républicaine
093,03,12,ENAUD,Geneviève,Mme,DXG,POID,Parti ouvrier indépendant démocratique
093,03,13,BORDREUIL,Myriam,Mme,REC,Rec.,Reconquête !
093,03,14,CAMPANA,Sandrine,Mme,DSV,Pat.,Les Patriotes
093,03,9,GAUCHERAND,Maëlle,Mme,DXG,LO,Lutte ouvrière
093,03,1,CRETIN-GIELLY,Denis,M.,RN,RN,Rassemblement national
093,03,6,BEN MAMI,Louise,Mme,ECO,écol.,divers écologistes
093,03,11,AMOUROUX,Nathalie,Mme,ECO,Anim.,Parti animaliste
093,03,2,ZRIHEN,Joseph,M.,DIV,div. c.,divers centre
093,03,4,PORTES,Thomas,M.,NUP,LFI-Nupes,La France insoumise
093,03,8,CHELKI,Fathia,Mme,DIV,UDMF,Union des démocrates musulmans français
093,03,7,TOURE,Maëlle Massandjie,Mme,DIV,div.,divers inclassable
093,04,11,GOUREAU,Marie-Claude,Mme,LR,LR,Les Républicains
093,04,6,DESBOEUF,Sabine,Mme,DXG,POID,Parti ouvrier indépendant démocratique
093,04,2,LEY,Marlène,Mme,DXG,LO,Lutte ouvrière
093,04,10,PETTITT,Vanessa,Mme,REC,Rec.,Reconquête !
093,04,4,BOUROUAHA,Soumya,Mme,NUP,PCF-Nupes,Parti communiste français
093,04,12,ATTIG,Sonia,Mme,DVG,div. g.,Divers gauche
093,04,9,RINEL,Lova,Mme,ENS,Agir-Ensemble,Agir
093,04,8,ECH-CHETOUANI,Zouhairr,M.,DIV,UDMF,Union des démocrates musulmans français
093,04,5,SOURDILLAT,Stéphane,M.,ECO,Anim.,Parti animaliste
093,04,7,LÉVÊQUE,Colette,Mme,RN,RN,Rassemblement national
093,04,1,DIOUARA,Aly,M.,DIV,div.,divers inclassable
093,04,3,TAÏBI,Azzédine,M.,DVG,PCF dis.,dissident PCF hors accord Nupes
093,05,11,LAGARDE,Jean-Christophe,M.,UDI,UDI,Union des démocrates et indépendants
093,05,3,DESBOIS,Geoffroy,M.,ECO,Anim.,Parti animaliste
093,05,5,LIBERT,Raphaël,M.,REC,Rec.,Reconquête !
093,05,4,ROUECHE,Raynald,M.,DVC,div. c.,divers centre
093,05,6,GARRIDO,Raquel,Mme,NUP,LFI-Nupes,La France insoumise
093,05,7,AIROUCHE,Sonia,Mme,REG,Rés.,Résistons !
093,05,8,AIT AKKACHE,Nabil,M.,ENS,LRM-Ensemble,La République en marche
093,05,12,FEGER,Rodolphe,M.,DXG,LO,Lutte ouvrière
093,05,13,ARGOUSE,Nao,Mme,DIV,Pirate,Parti Pirate
093,05,1,LESTRADET,Nelly,Mme,RN,RN,Rassemblement national
093,05,9,SAULIERE,Gilles,M.,ECO,écol.,divers écologistes
093,05,2,CORBANI,Corinne,Mme,DXG,POID,Parti ouvrier indépendant démocratique
093,05,10,HORMI,Amel,Mme,DVG,FGR,Fédération de la gauche républicaine
093,06,12,MABIALA,Aymane,M.,DIV,Pirate,Parti Pirate
093,06,1,SACKHO,Kourtoum,Mme,UDI,UDI,Union des démocrates et indépendants
093,06,2,TROVA,Françoise,Mme,RN,RN,Rassemblement national
093,06,4,ACHFAA,Soumia,Mme,RDG,PRG,Parti radical de gauche
093,06,7,ARTHAUD,Nathalie,Mme,DXG,LO,Lutte ouvrière
093,06,10,BAZIZ,Yasmina,Mme,ENS,LRM-Ensemble,La République en marche
093,06,11,BEUGRÉ,Noélie,Mme,REC,Rec.,Reconquête !
093,06,8,LACHAUD,Bastien,M.,NUP,LFI-Nupes,La France insoumise
093,06,6,DJEBBARI,Nabila,Mme,DVG,div. g.,Divers gauche
093,06,9,BOURAK,Aïcha,Mme,DIV,souv.,divers souverainistes
093,06,5,CHAMPION,Patrick,M.,DXG,POID,Parti ouvrier indépendant démocratique
093,06,3,ZEROUALI,Ali,M.,DIV,UDMF,Union des démocrates musulmans français
093,07,3,BROSSIER,Marie-Laure,Mme,ENS,LRM-Ensemble,La République en marche
093,07,1,CHAIR,Hamid,M.,RDG,PRG,Parti radical de gauche
093,07,4,JOCHAUD,Aurélie,Mme,DXG,LO,Lutte ouvrière
093,07,2,DEHAY,Catherine,Mme,ECO,Anim.,Parti animaliste
093,07,6,BOUCABEILLE,Madina,Mme,UDI,UDI,Union des démocrates et indépendants
093,07,8,MONTAGNON,Jeanne,Mme,ECO,écol.,divers écologistes
093,07,5,MEHIDI,Myriam,Mme,REC,Rec.,Reconquête !
093,07,10,YAGOUBI-MOROCHO,Karim,M.,RN,RN,Rassemblement national
093,07,11,CORBIÈRE,Alexis,M.,NUP,LFI-Nupes,La France insoumise
093,07,9,YONIS,Choukri,Mme,DVG,div. g.,Divers gauche
093,07,7,KEISER,Christel,Mme,DXG,POID,Parti ouvrier indépendant démocratique
093,08,7,CARVALHINHO,Geoffrey,M.,LR,LR,Les Républicains
093,08,9,CHARRIERE,Sylvie,Mme,ENS,LRM-Ensemble,La République en marche
093,08,2,JOLIVET,Sébastien,M.,RN,RN,Rassemblement national
093,08,4,FOURNIER,Corinne,Mme,ECO,Anim.,Parti animaliste
093,08,1,TOBEILEM,Grégory,M.,DXG,LO,Lutte ouvrière
093,08,6,VALENTE,Sylvio,M.,REC,Rec.,Reconquête !
093,08,5,KELOUA HACHI,Fatiha,Mme,NUP,PS-Nupes,Parti socialiste
093,08,10,FOURNIER,Jean-Christophe,M.,DXG,NPA,Nouveau Parti anticapitaliste
093,08,8,ZEIGER,Franck,M.,DSV,Pat.,Les Patriotes
093,08,11,CYRILLA,Eddy,M.,ECO,écol.,divers écologistes
093,08,3,GUIRAUDOU,Hugo,M.,DVG,FGR,Fédération de la gauche républicaine
093,09,3,PIERRE,Robenson,M.,LR,LR,Les Républicains
093,09,4,SAADA,Alexandre,M.,ENS,MoDem-Ensemble,Mouvement démocrate
093,09,7,LEFEBVRE,Jean-Paul,M.,DVG,FGR,Fédération de la gauche républicaine
093,09,11,BUROT,Jean-Paul,M.,DXG,LO,Lutte ouvrière
093,09,12,ODOYER,Cécile,Mme,DXG,POID,Parti ouvrier indépendant démocratique
093,09,10,PETRZLJAN,Héléna,Mme,UDI,UDI,Union des démocrates et indépendants
093,09,2,TROUVÉ,Aurélie,Mme,NUP,LFI-Nupes,La France insoumise
093,09,5,GARRIGUE,Laure,Mme,REC,Rec.,Reconquête !
093,09,1,KOZELKO,Eric,M.,RN,RN,Rassemblement national
093,09,6,FITOUSSI,Carole,Mme,ECO,Anim.,Parti animaliste
093,09,8,LANG-ROUSSEAU,Aloïs,M.,ECO,écol.,divers écologistes
093,09,9,BADACHE,Atmane,M.,DIV,div.,divers inclassable
093,10,3,RAMADIER,Alain,M.,LR,LR,Les Républicains
093,10,2,MALARD,Jean-Ludwig,M.,ECO,Anim.,Parti animaliste
093,10,6,BOUNOUA,Mohamed,M.,DVC,Hor. Dis.,dissident Horizons
093,10,1,GUY,Sylvie,Mme,DXG,POID,Parti ouvrier indépendant démocratique
093,10,5,HIMMI,Elhame,Mme,DIV,UDMF,Union des démocrates musulmans français
093,10,4,ABDELLAOUI,Leïla,Mme,DVC,LRM dis.,dissident La République en marche
093,10,9,ABOMANGOLI,Nadège,Mme,NUP,LFI-Nupes,La France insoumise
093,10,8,BAKHTI-ALOUT,Sonia,Mme,ENS,Hor.-Ensemble,Horizons
093,10,10,MINARDI,Gaëtan,M.,DXG,LO,Lutte ouvrière
093,10,11,LOUBOTA,Praince Germain,M.,REC,Rec.,Reconquête !
093,10,12,CHATEAU,Pauline,Mme,RN,RN,Rassemblement national
093,10,7,SRAI,Abdelssamad,M.,DIV,div.,divers inclassable
093,11,6,NAUD,Emmanuel,M.,LR,LR,Les Républicains
093,11,8,GUILLEMETTE,Micheline,Mme,DXG,POID,Parti ouvrier indépendant démocratique
093,11,10,JOLY,Renée,Mme,RN,RN,Rassemblement national
093,11,12,SCAGNI,Fabrice,M.,DVC,LRM dis.,dissident La République en marche
093,11,7,AUTAIN,Clémentine,Mme,NUP,LFI-Nupes,La France insoumise
093,11,11,DE CARVALHO,Virginie,Mme,DVG,PCF dis.,dissident PCF hors accord Nupes
093,11,5,COUFFIN-GUÉRIN,Isabelle,Mme,DXG,LO,Lutte ouvrière
093,11,13,DUSAUSOY,Guillemette,Mme,REC,Rec.,Reconquête !
093,11,3,AÏT MESGHAT,Lynda,Mme,UDI,UDI,Union des démocrates et indépendants
093,11,4,LEVERRIER,Jean-Pierre,M.,ECO,Anim.,Parti animaliste
093,11,1,KHUL,Ton Tona,M.,DVD,LR dis.,dissident Les Républicains
093,11,2,MERETREL,François,M.,DIV,UDMF,Union des démocrates musulmans français
093,11,9,OUARET,Hakima,Mme,ENS,PRV-Ensemble,Parti radical valoisien
093,12,10,KLEBEK,Stéphanie,Mme,DVG,FGR,Fédération de la gauche républicaine
093,12,4,TORO,Ludovic,M.,UDI,UDI,Union des démocrates et indépendants
093,12,6,SALLE,"Pierre, Marie",M.,REC,Rec.,Reconquête !
093,12,7,PERIER,Jean-François,M.,RN,RN,Rassemblement national
093,12,9,LEGAVRE,Jérôme,M.,NUP,LFI-Nupes,La France insoumise
093,12,8,AISSAOUI,Amal,Mme,DXG,LO,Lutte ouvrière
093,12,1,HOUHA,Malik,M.,ECO,Anim.,Parti animaliste
093,12,3,CISSE,Mariam,Mme,REG,rég.,régionalistes
093,12,2,CICERO,Sophie,Mme,DXG,POID,Parti ouvrier indépendant démocratique
093,12,5,CESUR,Bahri,M.,DIV,div.,divers inclassable
093,12,11,TESTÉ,Stéphane,M.,ENS,LRM-Ensemble,La République en marche
093,12,12,VOILLEMIN,Arnold,M.,DSV,souv.,divers souverainistes
094,01,10,ROESCH,Germain,M.,LR,LR,Les Républicains
094,01,1,ROBIN,Pierre,M.,ECO,Anim.,Parti animaliste
094,01,8,JOLLY,Laurent,M.,RN,RN,Rassemblement national
094,01,7,BOUATLAOUI,Amina,Mme,ECO,écol.,divers écologistes
094,01,5,PATEL,Almash,Mme,DXG,LO,Lutte ouvrière
094,01,11,TELLE,Géraldine,Mme,DIV,LRM dis.,dissident La République en marche
094,01,6,LAUZET,Pierre-Louis,M.,DVG,div. g.,Divers gauche
